time,AdrActCnt,AdrBalCnt,AssetCompletionTime,AssetEODCompletionTime,CapMVRVCur,CapMrktCurUSD,IssTotNtv,IssTotUSD,PriceBTC,PriceUSD,ROI1yr,ROI30d,SplyCur,TxCnt,TxTfrCnt,volume_reported_spot_usd_1d
2023-11-14,0,0,1752834434,1752834434,,,0,,,,,,0,0,0,
2023-11-15,0,0,1752834434,1752834434,,,0,,,,,,0,0,0,
2023-11-16,0,0,1752834434,1752834434,,,0,,,,,,0,0,0,
2023-11-17,0,0,1752834434,1752834434,,,0,,,,,,0,0,0,
2023-11-18,0,0,1752834434,1752834434,,,0,,,,,,0,0,0,
2023-11-19,0,0,1752834434,1752834434,,,0,,,,,,0,0,0,
2023-11-20,4,3,1752834435,1752834435,,,130901.204309,,,,,,130901.204309,2,2,
2023-11-21,5,4,1752834435,1752834435,,,102639.049483,,,,,,233540.253792,2,2,
2023-11-22,2,5,1752834435,1752834435,,,0,,,,,,233540.253792,3,3,220.105446885242
2023-11-23,7,9,1752834435,1752834435,,,0,,,,,,233540.253792,6,7,0
2023-11-24,7,9,1752834435,1752834435,,,193.504331,,,,,,233733.758123,11,12,182.024316460873
2023-11-25,2,9,1752834435,1752834435,,,0,,,,,,233733.758123,2,2,0
2023-11-26,3,9,1752834435,1752834435,,,0,,,,,,233733.758123,2,4,1015.71096829251
2023-11-27,7,10,1752834435,1752834435,,,101908.76953,,,,,,335642.527653,3,4,599.894502388456
2023-11-28,8,13,1752834436,1752834436,,,3071.019897,,,,,,338713.54755,2,3,999.775910603577
2023-11-29,7,15,1752834436,1752834436,,,733.022848,,,,,,339446.570398,3,3,0
2023-11-30,8,17,1752834436,1752834436,,,349.997002,,,,,,339796.5674,3,4,969.825159415516
2023-12-01,6,16,1752834436,1752834436,,,221319.68338947,,,,,,561116.25078947,2,2,0
2023-12-02,3,16,1752834436,1752834436,,,0,,,,,,561116.25078947,1,2,42740.3872267401
2023-12-03,2,16,1752834436,1752834436,,,0,,,,,,561116.25078947,2,2,0
2023-12-04,8,16,1752834436,1752834436,,,5622.028029268,,,,,,566738.278818738,26,26,239.782203531122
2023-12-05,5,17,1752834436,1752834436,,,101728.321025,,,,,,668466.599843738,1,1,0
2023-12-06,6,19,1752834437,1752834437,,,543870.403,,,,,,1212337.002843738,1,1,0
2023-12-07,12,19,1752834437,1752834437,,,159960.71502719,,,,,,1372297.717870928,6,7,196938.377296606
2023-12-08,16,22,1752834437,1752834437,,,1655235.606234,,,,,,3027533.324104928,25,30,120.012960046116
2023-12-09,9,22,1752834437,1752834437,,,50.8965835,,,,,,3027584.220688428,5,6,50415.3291316128
2023-12-10,11,21,1752834437,1752834437,,,573310.61294,,,,,,3600894.833628428,10,10,1302.22785369159
