time,AdrActCnt,AdrBalCnt,AssetCompletionTime,AssetEODCompletionTime,CapMVRVCur,CapMrktCurUSD,IssTotNtv,IssTotUSD,PriceBTC,PriceUSD,ROI1yr,ROI30d,SplyCur,TxCnt,TxTfrCnt
2019-04-16,4,3,1705958309,1614334989,100.00000004,10.0481255558428,10,10.0481255558428,0.0001930118527151635,1.00481255558428,,,10,2,2
2019-04-17,16,17,1705958309,1614334989,99.99922315,10.0403254682893,0,0,0.00019210962168023663,1.00403254682893,,,10,23,23
2019-04-18,11,24,1705958310,1614334989,1.00000021,50204697.379588088073234,50000001.1,50204687.840697608196279,0.00019022322434097125,1.00409373472389,,,50000010.6,9,9
2019-04-19,7,25,1705958310,1614334989,1.00122741,50266308.779974702186134,0,0,0.0001900444674873996,1.00532596247039,,,50000010.6,16,15
2019-04-20,0,25,1705958310,1614334989,1.0006358,50236607.100488947470066,0,0,0.00018907357629503258,1.00473192900661,,,50000010.6,0,0
2019-04-21,2,26,1705958310,1614334989,1.00000021,50360049.422933714280366,0,0,0.00019019097402031513,1.00720077493211,,,50000010.6,1,1
2019-04-22,26,39,1705958310,1614334989,1.00000021,50260422.048171216531236,1000,1005.18812410106,0.00018670606796425708,1.00518812410106,,,50001010.6,27,27
2019-04-23,35,53,1705958310,1614334989,1.00000012,50214797.917936434444354,0,0,0.0001811182191743412,1.00427565993909,,,50001010.6,349,361
2019-04-24,31,58,1705958311,1614334989,1.00040877,100369365.75635950629726,49900000,50133940.79961729,0.0001849590988796008,1.0046881923771,,,99901010.6,103,99
2019-04-25,39,72,1705958311,1614334989,1.04928339,104413926.7188664653661026,6500000,6378609.7504663365,0.00019137814462047672,0.981324576994821,,,106401010.6,44,42
2019-04-26,24,79,1705958311,1614334989,1.04692867,103279961.3169609240879336,0,0,0.00018847302418645003,0.970667108653956,,,106401010.6,41,41
2019-04-27,16,83,1705958311,1614334990,1.00249275,129393192.6975649617966024,26000000,25409345.403717704,0.0001885987593719197,0.977282515527604,,,132401010.6,19,20
2019-04-28,91,140,1705958311,1614334990,1.03508538,133788581.7791630785268032,5501000,5336912.675638509472,0.0001884314661609002,0.970171364413472,,,137902010.6,394,404
2019-04-29,231,262,1705958311,1614334990,1.02315041,135611756.3594852755746094,0,0,0.0001909944196451998,0.983392162082699,,,137902010.6,3866,3957
2019-04-30,179,350,1705958311,1614334990,1.02842956,136556287.839671610920202,0,0,0.00018802225991845046,0.99024145656417,,,137902010.6,3646,3695
2019-05-01,127,367,1705958312,1614334990,1.45625515,136142122.4989297385329622,0,0,0.0001857395221712157,0.987238125873487,,,137902010.6,2534,2552
