time,AdrActCnt,AdrBalCnt,AssetCompletionTime,AssetEODCompletionTime,CapMVRVCur,CapMrktCurUSD,CapMrktEstUSD,IssTotNtv,IssTotUSD,PriceBTC,PriceUSD,ROI1yr,ROI30d,ReferenceRate,ReferenceRateBTC,ReferenceRateETH,ReferenceRateEUR,ReferenceRateUSD,SplyCur,TxCnt,TxTfrCnt,volume_reported_spot_usd_1d
2017-12-18,3,2,1614335681,1614335681,,,,100,,,,,,,,,,,100,1,1,
2017-12-19,41,40,1614335681,1614335681,,,,98876775,,,,,,,,,,,98876875,38,38,
2017-12-20,72,106,1614335681,1614335681,,,,157766040,,,,,,,,,,,256642915,22,22,
2017-12-21,907,473,1614335682,1614335682,,,,0,,,,,,,,,,,256642915,1249,1351,
2017-12-22,290,493,1614335682,1614335682,3.35170902,222912843.284748364833295,,3000000,2575608.619454319,0.00006001349850882089,0.858536206484773,,,,,,,,259642915,290,290,32351546.7287393
2017-12-23,194,571,1614335682,1614335682,2.67232088,291431779.76854511918355,,0,0,0.00007527621861667431,1.12243301446737,,,,,,,,259642915,192,192,75448045.0017274
2017-12-24,220,661,1614335682,1614335682,2.31839017,273233388.49686106956085,,0,0,0.00007502615969414443,1.05234293990599,,,,,,,,259642915,229,229,59767904.041168
2017-12-25,228,747,1614335682,1614335682,1.55567521,282206316.7402128,,357085,387583.2408199187988,0.00007708354245697862,1.08540891053928,,,,,,,,260000000,258,258,77872890.0575708
2017-12-26,246,845,1614335682,1614335682,1.55788388,302034608.5792438,,0,0,0.00007386410795215,1.16167157145863,,,,,,,,260000000,363,363,40791216.261961
2017-12-27,267,921,1614335682,1614335682,1.46813142,281503464.010483,,0,0,0.00007035581197153809,1.08270563080955,,,,,,,,260000000,362,362,52113968.398109
2017-12-28,214,981,1614335682,1614335682,1.36891232,253423607.8742303,,0,0,0.00006821158500966402,0.974706184131655,,,,,,,,260000000,272,272,40489478.2079305
2017-12-29,201,1036,1614335683,1614335683,1.40191132,266428573.4223568,,0,0,0.00007032275175665828,1.02472528239368,,,,,,,,260000000,278,278,49942222.5934524
2017-12-30,214,1074,1614335683,1614335683,1.32639469,232098786.80066442,,0,0,0.00006894024470222645,0.892687641541017,,,,,,,,260000000,286,286,40778648.5167291
2017-12-31,170,1127,1614335683,1614335683,1.39773861,260663525.082428,,0,0,0.0000720147551377306,1.0025520195478,,,,,,,,260000000,233,233,44770280.3486677
2018-01-01,203,1184,1614335683,1614335683,1.40141184,268885842.7632338,,0,0,0.0000768067525648652,1.03417631832013,,,,,,,,260000000,258,258,48013425.9729671
2018-01-02,261,1275,1614335683,1614335683,1.37299,271181164.570329,,0,0,0.0000706914532999507,1.04300447911665,,,,,,,,260000000,342,342,48811747.7563231
2018-01-03,310,1373,1614335683,1614335683,1.49253749,367575647.6210026,,0,0,0.00009418557886386406,1.41375249085001,,,,,,,,260000000,460,460,67468109.2771688
2018-01-04,442,1555,1614335683,1614335683,1.57441898,471904507.205079,,0,0,0.00012043670260158582,1.81501733540415,,,,,,,,260000000,794,794,83199136.9568096
2018-01-05,16322,17398,1614335683,1614335683,1.47851196,422478033.9890656,,0,0,0.00009559885717494625,1.62491551534256,,,,,,,,260000000,668,16909,99824389.0279236
2018-01-06,415,17553,1614335684,1614335684,1.52292113,489923390.6850374,,0,0,0.00011017107009490456,1.88432073340399,,,,,,,,260000000,495,495,92567781.3593532
2018-01-07,568,17729,1614335684,1614335684,1.5633961,626587935.8867752,,0,0,0.00014847208499490052,2.40995359956452,,,,,,,,260000000,911,911,169017196.321936
2018-01-08,425,17884,1614335684,1614335684,1.49162093,561638732.4134964,,0,0,0.00014461330544070816,2.16014897082114,,,,,,,,260000000,554,554,156314338.730165
2018-01-09,383,18065,1614335684,1614335684,1.51271271,619015273.7638948,,0,0,0.00016558150711167255,2.38082797601498,,,,,,,,260000000,482,482,144061775.479153
2018-01-10,433,18226,1614335684,1614335684,1.43458316,533104733.2859664,,0,0,0.00013977711383291667,2.05040282033064,,,,,,,,260000000,527,526,110499116.719657
2018-01-11,319,18346,1614335684,1614335684,1.42472352,519264262.0529416,,0,0,0.00015145274537517591,1.99717023866516,,,,,,,,260000000,351,351,79249368.4588201
2018-01-12,395,18453,1614335684,1614335684,1.40016219,496132508.8983744,,0,0,0.00013838135923435274,1.90820195730144,,,,,,,,260000000,584,584,38397717.3018582
2018-01-13,374,18584,1614335684,1614335684,1.37939093,475015335.4087232,,0,0,0.0001283784109219953,1.82698205926432,,,,,,,,260000000,497,497,55432660.3566899
2018-01-14,333,18717,1614335685,1614335685,1.32250719,429061476.480429,,0,0,0.00012062192470972132,1.65023644800165,,,,,,,,260000000,390,390,33256924.5918051
2018-01-15,353,18816,1614335685,1614335685,1.24403308,358336493.9316526,,0,0,0.00010140141924966796,1.37821728435251,,,,,,,,260000000,451,451,42117392.6999582
