time,AdrActCnt,AdrBalCnt,AssetCompletionTime,AssetEODCompletionTime,CapMVRVCur,CapMrktCurUSD,IssTotNtv,IssTotUSD,PriceBTC,PriceUSD,ROI1yr,ROI30d,SplyCur,TxCnt,TxTfrCnt,volume_reported_spot_usd_1d
2016-11-10,0,0,1614335041,1614335041,,,0,,,,,,0,0,0,
2016-11-11,559,536,1614335041,1614335041,,,1000000000,,,,,,1000000000,71,69,
2016-11-12,51,555,1614335042,1614335042,,,0,,,,,,1000000000,97,95,
2016-11-13,117,618,1614335042,1614335042,,,0,,,,,,1000000000,257,257,
2016-11-14,142,653,1614335042,1614335042,,,0,,,,,,1000000000,304,303,
2016-11-15,109,687,1614335042,1614335042,,,0,,,,,,1000000000,229,229,
2016-11-16,119,720,1614335042,1614335042,,,0,,,,,,1000000000,199,199,
2016-11-17,79,743,1614335042,1614335042,,,0,,,,,,1000000000,122,122,
2016-11-18,62,747,1614335043,1614335043,,,0,,,,,,1000000000,101,101,
2016-11-19,52,761,1614335043,1614335043,,,0,,,,,,1000000000,76,76,
2016-11-20,36,771,1614335043,1614335043,,,0,,,,,,1000000000,58,58,
2016-11-21,38,772,1614335043,1614335043,,,0,,,,,,1000000000,87,87,
2016-11-22,50,778,1614335043,1614335043,,,0,,,,,,1000000000,99,99,
2016-11-23,49,788,1614335043,1614335043,,,0,,,,,,1000000000,87,86,
2016-11-24,26,788,1614335044,1614335044,,,0,,,,,,1000000000,25,25,
2016-11-25,29,788,1614335044,1614335044,,,0,,,,,,1000000000,88,87,
2016-11-26,48,794,1614335044,1614335044,,,0,,,,,,1000000000,137,135,
2016-11-27,50,802,1614335044,1614335044,,,0,,,,,,1000000000,84,84,
2016-11-28,29,808,1614335044,1614335044,,,0,,,,,,1000000000,46,44,
2016-11-29,36,812,1614335045,1614335045,,,0,,,,,,1000000000,56,56,
2016-11-30,36,818,1614335045,1614335045,,,0,,,,,,1000000000,80,78,
2016-12-01,45,828,1614335045,1614335045,,,0,,,,,,1000000000,65,65,
2016-12-02,29,827,1614335045,1614335045,,,0,,,,,,1000000000,32,32,
2016-12-03,23,830,1614335045,1614335045,,,0,,,,,,1000000000,27,27,
2016-12-04,29,834,1614335045,1614335045,,,0,,,,,,1000000000,32,31,
2016-12-05,26,840,1614335046,1614335046,,,0,,,,,,1000000000,31,31,
2016-12-06,31,841,1614335046,1614335046,,,0,,,,,,1000000000,40,40,
2016-12-07,35,847,1614335046,1614335046,,,0,,,,,,1000000000,54,54,
2016-12-08,24,854,1614335046,1614335046,,,0,,,,,,1000000000,36,36,
2016-12-09,20,854,1614335046,1614335046,,,0,,,,,,1000000000,18,18,
2016-12-10,30,859,1614335047,1614335047,,,0,,,,,,1000000000,43,43,
2016-12-11,20,860,1614335047,1614335047,,,0,,,,,,1000000000,25,25,
2016-12-12,28,864,1614335047,1614335047,,,0,,,,,,1000000000,35,35,
2016-12-13,39,872,1614335047,1614335047,,,0,,,,,,1000000000,53,53,
2016-12-14,34,875,1614335048,1614335048,,,0,,,,,,1000000000,51,51,
2016-12-15,33,875,1614335048,1614335048,,,0,,,,,,1000000000,37,37,
2016-12-16,17,877,1614335048,1614335048,,,0,,,,,,1000000000,14,14,
2016-12-17,10,878,1614335048,1614335048,,,0,,,,,,1000000000,5,5,
2016-12-18,23,880,1614335048,1614335048,,,0,,,,,,1000000000,26,26,
2016-12-19,21,883,1614335049,1614335049,,,0,,,,,,1000000000,19,19,
2016-12-20,28,883,1614335049,1614335049,,,0,,,,,,1000000000,24,24,
2016-12-21,27,888,1614335049,1614335049,,,0,,,,,,1000000000,32,32,
2016-12-22,39,894,1614335049,1614335049,,,0,,,,,,1000000000,43,43,
2016-12-23,26,898,1614335049,1614335049,,,0,,,,,,1000000000,28,28,
2016-12-24,7,901,1614335050,1614335050,,,0,,,,,,1000000000,7,7,
2016-12-25,14,907,1614335050,1614335050,,,0,,,,,,1000000000,16,16,
2016-12-26,15,907,1614335050,1614335050,,,0,,,,,,1000000000,13,13,
2016-12-27,28,912,1614335050,1614335050,,,0,,,,,,1000000000,54,54,
2016-12-28,32,914,1614335050,1614335050,,,0,,,,,,1000000000,43,43,
2016-12-29,24,920,1614335051,1614335051,,,0,,,,,,1000000000,33,32,
2016-12-30,23,923,1614335051,1614335051,,,0,,,,,,1000000000,59,59,
2016-12-31,24,929,1614335051,1614335051,,,0,,,,,,1000000000,28,28,
2017-01-01,26,932,1614335051,1614335051,,,0,,,,,,1000000000,38,38,
2017-01-02,27,933,1614335051,1614335051,,,0,,,,,,1000000000,28,28,
2017-01-03,39,939,1614335052,1614335052,,,0,,,,,,1000000000,59,59,
2017-01-04,38,942,1614335052,1614335052,,,0,,,,,,1000000000,48,48,
2017-01-05,26,946,1614335052,1614335052,,,0,,,,,,1000000000,38,38,
2017-01-06,63,966,1614335052,1614335052,,,0,,,,,,1000000000,131,130,
2017-01-07,42,972,1614335052,1614335052,,,0,,,,,,1000000000,79,79,
2017-01-08,58,980,1614335053,1614335053,,,0,,,,,,1000000000,113,113,
2017-01-09,51,985,1614335053,1614335053,,,0,,,,,,1000000000,106,106,
2017-01-10,61,1002,1614335053,1614335053,,,0,,,,,,1000000000,99,99,
2017-01-11,64,1021,1614335053,1614335053,,,0,,,,,,1000000000,79,79,
2017-01-12,104,1041,1614335053,1614335053,,,0,,,,,,1000000000,174,174,
2017-01-13,127,1065,1614335053,1614335053,,,0,,,,,,1000000000,223,222,
2017-01-14,59,1082,1614335054,1614335054,,,0,,,,,,1000000000,97,97,
2017-01-15,50,1093,1614335054,1614335054,,,0,,,,,,1000000000,117,117,
2017-01-16,37,1096,1614335054,1614335054,,,0,,,,,,1000000000,38,38,
2017-01-17,49,1105,1614335054,1614335054,,,0,,,,,,1000000000,59,59,
2017-01-18,29,1113,1614335054,1614335054,,,0,,,,,,1000000000,40,40,
2017-01-19,50,1123,1614335054,1614335054,,,0,,,,,,1000000000,95,95,
2017-01-20,62,1138,1614335055,1614335055,,,0,,,,,,1000000000,116,116,
2017-01-21,115,1148,1614335055,1614335055,,,0,,,,,,1000000000,238,238,
2017-01-22,72,1174,1614335055,1614335055,,,0,,,,,,1000000000,132,130,
2017-01-23,142,1210,1614335055,1614335055,,,0,,,,,,1000000000,260,257,
2017-01-24,150,1237,1614335055,1614335055,,,0,,,,,,1000000000,291,291,
2017-01-25,146,1261,1614335055,1614335055,,,0,,,,,,1000000000,238,238,
2017-01-26,102,1280,1614335056,1614335056,,,0,,,,,,1000000000,165,165,
2017-01-27,119,1313,1614335056,1614335056,,,0,,,,,,1000000000,181,181,
2017-01-28,83,1330,1614335056,1614335056,,,0,,,,,,1000000000,125,125,
2017-01-29,57,1345,1614335056,1614335056,,,0,,,,,,1000000000,80,80,
2017-01-30,77,1358,1614335056,1614335056,,,0,,,,,,1000000000,106,105,
2017-01-31,75,1368,1614335056,1614335056,,,0,,,,,,1000000000,97,97,
2017-02-01,77,1368,1614335057,1614335057,,,0,,,,,,1000000000,105,104,
2017-02-02,64,1372,1614335057,1614335057,,,0,,,,,,1000000000,92,92,
2017-02-03,61,1384,1614335057,1614335057,,,0,,,,,,1000000000,76,76,
2017-02-04,58,1399,1614335057,1614335057,,,0,,,,,,1000000000,71,71,
2017-02-05,78,1409,1614335057,1614335057,,,0,,,,,,1000000000,114,114,
2017-02-06,54,1410,1614335057,1614335057,,,0,,,,,,1000000000,63,63,
2017-02-07,87,1423,1614335058,1614335058,,,0,,,,,,1000000000,98,98,
2017-02-08,60,1437,1614335058,1614335058,,,0,,,,,,1000000000,66,66,
2017-02-09,60,1442,1614335058,1614335058,,,0,,,,,,1000000000,77,77,
2017-02-10,51,1458,1614335058,1614335058,,,0,,,,,,1000000000,61,61,
2017-02-11,49,1457,1614335058,1614335058,,,0,,,,,,1000000000,56,56,
2017-02-12,51,1465,1614335058,1614335058,,,0,,,,,,1000000000,81,81,
2017-02-13,43,1475,1614335059,1614335059,,,0,,,,,,1000000000,59,59,
2017-02-14,73,1479,1614335059,1614335059,,,0,,,,,,1000000000,86,86,
2017-02-15,68,1486,1614335059,1614335059,,,0,,,,,,1000000000,87,87,
2017-02-16,43,1491,1614335059,1614335059,,,0,,,,,,1000000000,57,57,
2017-02-17,33,1495,1614335059,1614335059,,,0,,,,,,1000000000,37,37,
2017-02-18,1037,1379,1614335059,1614335059,,,0,,,,,,1000000000,2244,2243,
2017-02-19,220,1384,1614335060,1614335060,5.88367131,29091413.6453012,0,0,0.00002747618748754813,0.0290914136453012,,,1000000000,364,364,2555830.38938256
2017-02-20,98,1407,1614335060,1614335060,5.85137756,24669369.1991422,0,0,0.000022659714696110115,0.0246693691991422,,,1000000000,173,173,935072.078620856
2017-02-21,98,1423,1614335060,1614335060,5.72360061,22103116.2836313,0,0,0.000019580114845119904,0.0221031162836313,,,1000000000,166,166,793737.572118769
2017-02-22,106,1446,1614335060,1614335060,5.67173403,28483461.7612375,0,0,0.000025213257159555935,0.0284834617612375,,,1000000000,172,172,908152.520659063
2017-02-23,60,1458,1614335060,1614335060,5.13480417,24056833.6283919,0,0,0.0000202351811805962,0.0240568336283919,,,1000000000,80,80,702438.882115459
2017-02-24,92,1480,1614335060,1614335060,5.02907275,24203476.8165769,0,0,0.000020416451801787777,0.0242034768165769,,,1000000000,120,120,301137.11623888
2017-02-25,72,1494,1614335061,1614335061,5.05562855,24311445.4128302,0,0,0.00002111092863226404,0.0243114454128302,,,1000000000,106,106,252043.035627921
2017-02-26,77,1509,1614335061,1614335061,4.93541538,24166379.0606791,0,0,0.00002045033159860983,0.0241663790606791,,,1000000000,145,141,197755.685653504
2017-02-27,91,1528,1614335061,1614335061,4.87039748,22102824.8328952,0,0,0.000018509215326896343,0.0221028248328952,,,1000000000,121,121,264697.208127761
2017-02-28,103,1549,1614335061,1614335061,4.90093624,22793088.3466167,0,0,0.000019179644465896404,0.0227930883466167,,,1000000000,127,126,196125.88653781
2017-03-01,71,1559,1614335061,1614335061,4.89775531,22870755.5192997,0,0,0.00001861742508830026,0.0228707555192997,,,1000000000,119,119,214365.437717335
2017-03-02,90,1561,1614335061,1614335061,4.8486341,23369704.1056554,0,0,0.000018504332744197238,0.0233697041056554,,,1000000000,120,120,299888.074934971
2017-03-03,89,1553,1614335062,1614335062,4.85910838,24539150.4568782,0,0,0.000019031992402104018,0.0245391504568782,,,1000000000,105,105,157603.858226261
2017-03-04,56,1564,1614335062,1614335062,3.74141514,23970394.3866575,0,0,0.000018890082932178296,0.0239703943866575,,,1000000000,59,59,159507.947702434
2017-03-05,49,1569,1614335062,1614335062,3.6044379,23171427.1477744,0,0,0.00001815553157415798,0.0231714271477744,,,1000000000,65,65,227306.328685503
2017-03-06,54,1577,1614335062,1614335062,3.57318613,23093501.563282,0,0,0.000018010074242125985,0.023093501563282,,,1000000000,62,62,170302.428729428
2017-03-07,64,1590,1614335062,1614335062,3.32955212,21882868.7227521,0,0,0.000017726436586791322,0.0218828687227521,,,1000000000,90,90,245984.541868129
2017-03-08,79,1611,1614335062,1614335062,3.16476005,19841682.8970616,0,0,0.0000172215992980204,0.0198416828970616,,,1000000000,120,120,208393.020196105
2017-03-09,73,1624,1614335063,1614335063,3.26473157,19753217.8310508,0,0,0.00001655128104140334,0.0197532178310508,,,1000000000,139,139,247265.679513485
2017-03-10,93,1635,1614335063,1614335063,3.30733656,20077994.4305381,0,0,0.00001827714464474522,0.0200779944305381,,,1000000000,168,168,395206.870593574
2017-03-11,96,1653,1614335063,1614335063,3.49105628,23221028.1114895,0,0,0.000019731964503242628,0.0232210281114895,,,1000000000,145,145,493824.750651532
2017-03-12,126,1674,1614335063,1614335063,3.4174838,23614924.379947,0,0,0.000019171874070518882,0.023614924379947,,,1000000000,181,181,632980.63106927
2017-03-13,115,1693,1614335063,1614335063,3.46021329,25836207.9169961,0,0,0.00002084580048669791,0.0258362079169961,,,1000000000,196,196,1014819.31570217
2017-03-14,105,1714,1614335063,1614335063,3.39103533,24127851.7040509,0,0,0.000019355911718869766,0.0241278517040509,,,1000000000,164,164,738019.620857539
2017-03-15,129,1744,1614335064,1614335064,3.47259927,25932105.7736639,0,0,0.000020603088476587743,0.0259321057736639,,,1000000000,208,208,717456.723177116
2017-03-16,166,1775,1614335064,1614335064,3.63457398,31389286.9410033,0,0,0.00002664578440649779,0.0313892869410033,,,1000000000,275,275,1568207.91322991
2017-03-17,358,1814,1614335064,1614335064,3.59020418,39190881.6795722,0,0,0.00003655584368220263,0.0391908816795722,,,1000000000,548,548,3363951.61522727
2017-03-18,186,1867,1614335064,1614335064,3.20386251,28264997.1327377,0,0,0.000029364124009263492,0.0282649971327377,,,1000000000,286,286,1043355.2134509
2017-03-19,132,1904,1614335064,1614335064,3.3867347,35330359.9384422,0,0,0.000034630129931249786,0.0353303599384422,,,1000000000,195,195,419877.052422502
2017-03-20,365,1967,1614335064,1614335064,3.65793325,56410040.6970925,0,0,0.000054357692844826184,0.0564100406970925,,,1000000000,595,595,3869424.24920141
2017-03-21,468,2149,1614335064,1614335064,3.37329468,50220969.8398073,0,0,0.00004517012490666639,0.0502209698398073,,72.63158969216647,1000000000,736,736,2998832.03658962
2017-03-22,237,2229,1614335065,1614335065,3.22018866,46952124.8052709,0,0,0.00004526367345179388,0.0469521248052709,,90.32559943569014,1000000000,386,386,1230926.99363657
2017-03-23,197,2310,1614335065,1614335065,3.24234713,48385136.5489317,0,0,0.000047059340511922205,0.0483851365489317,,118.90640183060444,1000000000,290,290,923133.892851471
2017-03-24,263,2376,1614335065,1614335065,3.13647568,43302928.4638674,0,0,0.000046310147535217925,0.0433029284638674,,52.02832024721579,1000000000,396,396,1699991.05601612
2017-03-25,223,2434,1614335065,1614335065,3.09193609,42225120.0231958,0,0,0.00004359652144270755,0.0422251200231958,,75.52235125973381,1000000000,331,331,780292.658364816
2017-03-26,292,2486,1614335066,1614335066,3.2676204,52107556.9976173,0,0,0.00005411196962251237,0.0521075569976173,,115.28955278825464,1000000000,444,444,2270106.34295694
2017-03-27,268,2552,1614335066,1614335066,3.14239916,50243925.1462383,0,0,0.00004817623959098066,0.0502439251462383,,106.66778257339816,1000000000,384,384,1643724.09798278
2017-03-28,243,2606,1614335066,1614335066,3.22261699,56109574.4894037,0,0,0.000053685002397177344,0.0561095744894037,,132.18031277469737,1000000000,376,375,1227421.39284153
2017-03-29,317,2688,1614335066,1614335066,3.23558605,64135829.4149733,0,0,0.00006168753648114305,0.0641358294149733,,190.17028320977866,1000000000,509,509,2634700.70847983
2017-03-30,656,2830,1614335066,1614335066,3.29059713,83927107.3269948,0,0,0.00008085559245635836,0.0839271073269948,,268.2129689961586,1000000000,1189,1189,8750153.144095
2017-03-31,589,2946,1614335066,1614335066,3.06365242,87417137.1594588,0,0,0.00008081133341388016,0.0874171371594588,,282.22234104024693,1000000000,998,997,6004548.05143269
2017-04-01,304,3050,1614335067,1614335067,3.09353442,91560177.2438145,0,0,0.00008403680174254564,0.0915601772438145,,291.7900578880552,1000000000,475,475,1471608.60002857
2017-04-02,325,3167,1614335067,1614335067,2.93979866,77841867.8614941,0,0,0.00007040925842907195,0.0778418678614941,,217.2150070895197,1000000000,445,445,2424870.62677787
2017-04-03,329,3238,1614335067,1614335067,2.94669046,78371272.8540121,0,0,0.00006846657190714934,0.0783712728540121,,226.9502853805169,1000000000,426,426,1597838.59414113
2017-04-04,245,3306,1614335067,1614335067,2.92423558,77012686.302179,0,0,0.0000674412891467075,0.077012686302179,,232.36056549747747,1000000000,315,315,1182517.45403907
2017-04-05,270,3349,1614335067,1614335067,2.91980367,77766613.8436486,0,0,0.00006846787869258262,0.0777666138436486,,236.7467407683868,1000000000,378,378,962061.763724549
2017-04-06,339,3433,1614335068,1614335068,2.83611394,80978656.5668799,0,0,0.00006778745737190247,0.0809786565668799,,270.05503068564593,1000000000,486,486,2348607.29338868
2017-04-07,229,3457,1614335068,1614335068,2.74310502,76008466.118824,0,0,0.00006377986084856841,0.076008466118824,,283.07469438532485,1000000000,327,327,729510.688199421
2017-04-08,218,3508,1614335068,1614335068,2.75953236,77535488.9518708,0,0,0.00006546295924184601,0.0775354889518708,,292.5208014969083,1000000000,322,322,678377.474531817
