time,AdrActCnt,AdrBalCnt,AssetCompletionTime,AssetEODCompletionTime,CapMVRVCur,CapMrktCurUSD,IssTotNtv,IssTotUSD,PriceBTC,PriceUSD,ROI1yr,ROI30d,SplyCur,TxCnt,TxTfrCnt,volume_reported_spot_usd_1d
2017-07-09,5,4,1614335410,1614335410,,,53252246,,,,,,53252246,4,3,
2017-07-10,2685,2116,1614335410,1614335410,,,0,,,,,,53252246,5417,5402,
2017-07-11,1799,2762,1614335410,1614335410,,,0,,,,,,53252246,3223,3223,
2017-07-12,1698,3266,1614335410,1614335410,,,0,,,,,,53252246,2938,2938,
2017-07-13,1688,3726,1614335410,1614335410,,,0,,,,,,53252246,2925,2925,
2017-07-14,1530,4019,1614335411,1614335411,,,0,,,,,,53252246,2611,2610,
2017-07-15,1360,4277,1614335411,1614335411,,,0,,,,,,53252246,2014,2014,
2017-07-16,1244,4530,1614335411,1614335411,,,0,,,,,,53252246,1805,1805,
2017-07-17,1402,4837,1614335411,1614335411,,,0,,,,,,53252246,1969,1968,
2017-07-18,1053,5027,1614335411,1614335411,,,0,,,,,,53252246,1545,1545,
2017-07-19,721,5167,1614335411,1614335411,,,0,,,,,,53252246,1008,1007,
2017-07-20,530,5247,1614335411,1614335411,,,0,,,,,,53252246,665,664,
2017-07-21,447,5315,1614335411,1614335411,,,0,,,,,,53252246,586,586,
2017-07-22,504,5405,1614335412,1614335412,,,0,,,,,,53252246,631,630,
2017-07-23,546,5501,1614335412,1614335412,,,0,,,,,,53252246,751,751,
2017-07-24,665,5588,1614335412,1614335412,,,0,,,,,,53252246,883,883,
2017-07-25,495,5673,1614335412,1614335412,,,0,,,,,,53252246,637,636,
2017-07-26,523,5733,1614335412,1614335412,,,0,,,,,,53252246,645,645,
2017-07-27,574,5791,1614335412,1614335412,,,0,,,,,,53252246,754,754,
2017-07-28,653,5846,1614335412,1614335412,,,0,,,,,,53252246,936,936,
2017-07-29,791,5954,1614335412,1614335412,,,0,,,,,,53252246,1095,1093,
2017-07-30,543,6034,1614335413,1614335413,,,0,,,,,,53252246,690,690,
2017-07-31,661,6111,1614335413,1614335413,,,0,,,,,,53252246,936,936,
2017-08-01,609,6209,1614335413,1614335413,,,0,,,,,,53252246,765,765,
2017-08-02,571,6304,1614335413,1614335413,,,0,,,,,,53252246,726,726,
2017-08-03,479,6371,1614335413,1614335413,,,0,,,,,,53252246,624,624,
2017-08-04,647,6471,1614335413,1614335413,,,0,,,,,,53252246,946,945,
2017-08-05,632,6568,1614335413,1614335413,,,0,,,,,,53252246,782,781,
2017-08-06,527,6643,1614335413,1614335413,,,0,,,,,,53252246,675,675,
2017-08-07,863,6749,1614335414,1614335414,,,0,,,,,,53252246,1192,1192,
2017-08-08,1017,6899,1614335414,1614335414,,,0,,,,,,53252246,1528,1528,
2017-08-09,738,7076,1614335414,1614335414,,,0,,,,,,53252246,1002,1002,
2017-08-10,633,7146,1614335414,1614335414,,,0,,,,,,53252246,837,835,
2017-08-11,671,7234,1614335414,1614335414,,,0,,,,,,53252246,849,846,
2017-08-12,639,7338,1614335414,1614335414,,,0,,,,,,53252246,832,832,
2017-08-13,504,7377,1614335414,1614335414,,,0,,,,,,53252246,630,630,
2017-08-14,587,7434,1614335414,1614335414,,,0,,,,,,53252246,722,722,
2017-08-15,495,7490,1614335415,1614335415,,,0,,,,,,53252246,612,612,
2017-08-16,467,7531,1614335415,1614335415,,,0,,,,,,53252246,569,569,
2017-08-17,664,7618,1614335415,1614335415,,,0,,,,,,53252246,799,798,
2017-08-18,554,7692,1614335415,1614335415,,,0,,,,,,53252246,661,661,
2017-08-19,519,7751,1614335415,1614335415,,,0,,,,,,53252246,626,626,
2017-08-20,383,7790,1614335415,1614335415,,,0,,,,,,53252246,468,468,
2017-08-21,529,7869,1614335415,1614335415,,,0,,,,,,53252246,672,672,
2017-08-22,436,7917,1614335415,1614335415,,,0,,,,,,53252246,505,505,
2017-08-23,514,7979,1614335416,1614335416,,,0,,,,,,53252246,607,607,
2017-08-24,700,8052,1614335416,1614335416,,,0,,,,,,53252246,915,915,
2017-08-25,419,8122,1614335416,1614335416,,,0,,,,,,53252246,524,524,
2017-08-26,416,8165,1614335416,1614335416,,,0,,,,,,53252246,509,509,
2017-08-27,452,8201,1614335416,1614335416,,,0,,,,,,53252246,503,503,
2017-08-28,422,8312,1614335416,1614335416,,,0,,,,,,53252246,469,469,
2017-08-29,370,8359,1614335416,1614335416,,,0,,,,,,53252246,424,422,
2017-08-30,515,8410,1614335417,1614335417,,,0,,,,,,53252246,605,604,
2017-08-31,375,8456,1614335417,1614335417,,,0,,,,,,53252246,414,414,
2017-09-01,795,8550,1614335417,1614335417,,,0,,,,,,53252246,1060,1059,
2017-09-02,662,8678,1614335417,1614335417,,,0,,,,,,53252246,853,858,
2017-09-03,459,8729,1614335417,1614335417,,,0,,,,,,53252246,579,579,
2017-09-04,484,8779,1614335417,1614335417,,,0,,,,,,53252246,568,568,
2017-09-05,437,8837,1614335417,1614335417,,,0,,,,,,53252246,495,495,
2017-09-06,371,8898,1614335417,1614335417,,,0,,,,,,53252246,412,412,
2017-09-07,450,8974,1614335417,1614335417,,,0,,,,,,53252246,528,528,
2017-09-08,567,9051,1614335418,1614335418,,,0,,,,,,53252246,665,666,
2017-09-09,462,9126,1614335418,1614335418,,,0,,,,,,53252246,535,536,
2017-09-10,368,9170,1614335418,1614335418,,,0,,,,,,53252246,463,463,
2017-09-11,483,9217,1614335418,1614335418,,,0,,,,,,53252246,592,592,
2017-09-12,459,9289,1614335418,1614335418,,,0,,,,,,53252246,589,589,
2017-09-13,384,9335,1614335418,1614335418,,,0,,,,,,53252246,463,464,
2017-09-14,368,9369,1614335418,1614335418,,,0,,,,,,53252246,480,480,
2017-09-15,385,9413,1614335419,1614335419,,,0,,,,,,53252246,459,459,
2017-09-16,422,9466,1614335419,1614335419,,,0,,,,,,53252246,490,490,
2017-09-17,305,9508,1614335419,1614335419,,,0,,,,,,53252246,341,341,
2017-09-18,306,9535,1614335419,1614335419,,,0,,,,,,53252246,384,384,
2017-09-19,310,9555,1614335419,1614335419,,,0,,,,,,53252246,362,362,
