time,AdrActCnt,AdrBalCnt,AssetCompletionTime,AssetEODCompletionTime,CapMVRVCur,CapMrktCurUSD,CapMrktEstUSD,IssTotNtv,IssTotUSD,PriceBTC,PriceUSD,ROI1yr,ROI30d,SplyCur,TxCnt,TxTfrCnt,volume_reported_spot_usd_1d
2020-09-04,2,0,1614335041,1614335041,,,,0,,,,,,0,0,0,
2020-09-05,2168,1403,1614335041,1614335041,,,,351219.225892833205077922,,,,,,351219.225892833205077922,6158,6782,6299065.64679532
2020-09-06,1749,1918,1614335041,1614335041,,,,525448.730280375715493386,,,,,,876667.956173208920571308,3721,4363,3843992.8535914
2020-09-07,1675,2353,1614335041,1614335041,,,,435269.101060695244428449,,,,,,1311937.057233904164999757,3850,4453,4023793.40684842
2020-09-08,1613,2590,1614335041,1614335041,,,,663402.617943214423753729,,,,,,1975339.675177118588753486,3821,4438,4498054.75222403
2020-09-09,2044,2930,1614335041,1614335041,,,,600197.241292785810722969,,,,,,2575536.916469904399476455,5013,5962,9369865.88312845
2020-09-10,2427,3250,1614335041,1614335041,,,,625376.962281697948719638,,,,,,3200913.878751602348196093,5811,6703,11744904.7733549
2020-09-11,1620,3331,1614335041,1614335041,,,,498311.267660848297296268,,,,,,3699225.146412450645492361,3000,3383,5310056.68276608
2020-09-12,1813,3471,1614335041,1614335041,,,,588448.590228451948689009,,,,,,4287673.73664090259418137,3673,4162,12225303.3183324
2020-09-13,1635,3660,1614335041,1614335041,,,,538162.123790234324175844,,,,,,4825835.860431136918357214,3112,3395,7267828.36694672
2020-09-14,1361,3672,1614335041,1614335041,,,,565855.808894471694392746,,,,,,5391691.66932560861274996,2666,2827,6953897.90695647
2020-09-15,2439,3945,1614335041,1614335041,,,,542306.61761072079938044,,,,,,5933998.2869363294121304,5009,5336,18286173.4254274
2020-09-16,1307,4022,1614335042,1614335042,,,,525372.62843479755944637,,,,,,6459370.91537112697157677,2476,2696,7505602.44924891
2020-09-17,774,4044,1614335042,1614335042,,,,424684.307423309590824133,,,,,,6884055.222794436562400903,1472,1614,6292899.10187261
